"SET_PREFIX","SET_POSTFIX","SET_NAME","SET_YEAR","SET_THEME","NUMBER_OF_PARTS"
"10808","1","LITTLE PLANE",2016,"504",13
"108","1","BATTERY BOX",1976,"243",1
"10810","1","PUSH TRAIN",2016,"504",46
"10813","1","BIG CONSTRUCTION SITE",2016,"504",48
"10814","1","TOW TRUCK SET",2016,"504",26
"10818","1","MY FIRST TRUCK",2016,"504",29
"10820","1","LEGO DUPLO CREATIVE BUILDING BASKET, MULTI COLOR",2016,"504",110
"10824","1","MILES' SPACE ADVENTURES",2017,"504",23
"10825","1","MILES' EXO-FLEX SUIT",2016,"504",37
"10827","1","MICKEY AND FRIENDS BEACH HOUSE",2016,"504",48
"10829","1","MICKEY'S WORKSHOP",2016,"504",18
"10830","1","MINNIE'S CAFE",2016,"504",27
"1083","1","SUPPLEMENTARY PACK",1986,"534",106
"10831","1","MY FIRST CATERPILLAR",2016,"504",19
"10847","1","MY FIRST NUMBER TRAIN",2017,"504",19
"10849","1","MY FIRST PLANE",2017,"504",10
"10852","1","MY FIRST BIRD",2017,"504",7
"1088","1","ROAD BURNER",1999,"87",25
"1089","1","LEGO BASIC FIGURES - 24 ELEMENTS",1985,"534",24
"1090","1","TECHNIC CONTROL I",1986,"1",397
"1092","1","TECHNIC CONTROL II",1986,"1",467
"10937","1","ARKHAM ASYLUM BREAKOUT",2012,"484",1619
"1094","1","JOHNNY THUNDER",1999,"297",13
"1095","1","SUPER SUB",1999,"311",24
"1096","1","RACE BUGGY",1997,"82",23
"1097","1","RES-Q RUNNER",1999,"92",18
"1098","1","HANG GLIDER",1998,"87",19
"1099","1","NINJA BLASTER",1999,"434",24
"1","10","MINI-WHEEL MODEL MAKER NO. 1",1971,"423",86
"1100","1","SKY PIRATES",2001,"68",110
"110","1","UNIVERSAL BUILDING SET",1977,"469",129
"1101","1","REPLACEMENT 4.5V MOTOR",1977,"443",1
"1102","1","MOTOR BUSHES",1977,"456",4
"1103","1","BATTERY BOX",1977,"443",1
"1103","2","DNA STUDENT SET",2008,"517",521
"1104","1","BATTERY CABLES (75CM)",1977,"443",2
"1105","1","CRAWLER TRACKS",1977,"443",2
"1106","1","BATTERY TENDER",1977,"456",2
"1106","2","BASIC BUILDING SET",1999,"470",413
"1107","1","SIGNAL AND DIRECTION-CHANGE SWITCH",1977,"456",4
"1108","1","MAGNETIC COUPLINGS",1977,"456",4
"1109","1","MAGNETIC COUPLINGS FOR RAILWAY CAR",1977,"456",4
"1","11","BASIC SOUVENIR BOX",1981,"469",36
"1110","1","TRAIN WHEELS",1977,"456",8
"111","1","UNIVERSAL BUILDING SET",1977,"469",173
"1111","1","RUBBER RIMS FOR LOCOMOTIVE WHEELS",1977,"456",8
"111","2","STARTER TRAIN SET WITHOUT MOTOR",1966,"235",118
"1112","1","TRAIN SLIDING WHEEL BLOCKS",1977,"456",2
"1113","1","MOTOR FRAME AND COUPLERS",1977,"443",5
"1114","1","MOTOR FRAME",1977,"443",1
"1115","1","4.5V LIGHTING BRICK (2 X 2)",1977,"443",1
"1116","1","CHAIN LINKS, SMALL",1977,"443",25
"1118","1","BOAT WEIGHT, RED",1977,"443",1
"1119","1","LOCOMOTIVE PISTON ASSEMBLIES",1977,"456",6
"11","2","SMALL PRE-SCHOOL BASIC SET",1973,"433",31
"1120","1","TIRES (42 MM)",1977,"443",2
"112","1","UNIVERSAL BUILDING SET",1977,"469",200
"1121","1","PROPELLERS, WHEELS AND ROTOR UNIT",1977,"443",15
"112","2","LOCOMOTIVE WITH MOTOR",1966,"235",74
"1122","1","HINGES",1977,"443",3
"1123","1","BALL AND SOCKET COUPLINGS, ARTICULATED JOINT",1977,"443",8
"1124","1","DIGGER BUCKET",1977,"443",3
"1125","1","CRANE GRAB",1977,"443",3
"1126","1","JACK COMPLETE ASSEMBLY, BLUE",1983,"443",1
"1127","1","SANTA",1999,"227",39
"1128","1","SANTA ON SKIS",1997,"227",21
"1129","1","STORAGE CLOTH (SPREAD BAG)",1980,"473",1
"1129","2","SANTA ON REINDEER",1999,"227",34
"11","3","LOCOMOTIVE TRACTION TIRES",1977,"456",8
"1130","1","STORAGE FOLDER FOR BUILDING INSTRUCTIONS (16 INTERNAL POCKETS)",1980,"443",1
"113","1","UNIVERSAL BUILDING SET",1977,"469",293
"1131","1","TIRES (42 MM) AND HUBS",1981,"453",4
"113","2","MOTORIZED TRAIN SET",1966,"235",344
"1132","1","HINGES",1981,"443",8
"1133","1","BRICK HINGES",1981,"443",8
"1134","1","BATTERY WAGON",1981,"456",2
"1135","1","BATTERY CABLE KIT: 12 CONNECTORS, 3M CABLE",1981,"443",13
"1135","2","BATTERY CABLE KIT: 16 CONNECTORS, 3M CABLE",1981,"443",17
"1135","3","BATTERY CABLE KIT: 20 CONNECTORS, 3M CABLE",1981,"443",21
"1136","1","BUFFERS, MAGNETIC COUPLERS",1981,"456",6
"1137","1","TRAIN COUPLINGS",1981,"456",4
"1138","1","REPLACEMENT RUBBER WHEEL TREADS FOR TRAINS",1981,"456",8
"1139","1","MOTOR-MOUNT PLATE WITH MAGNETIC COUPLERS",1981,"456",5
"1140","1","12V LIGHT BRICKS",1981,"443",2
"114","1","UNIVERSAL BUILDING SET",1977,"469",390
"1141","1","WHEEL BRICKS WITH SMALL RED TRAIN WHEELS",1981,"456",2
"114","2","SMALL TRAIN SET",1966,"235",88
"1142","1","WHEEL BRICKS WITH SMALL BLACK TRAIN-WHEELS",1981,"456",2
"1143","1","WHEEL BRICKS WITH LARGE RED TRAIN WHEELS",1981,"456",2
"1144","1","TRAIN BASEPLATE",1981,"456",1
"1145","1","BOGIE PLATE",1981,"456",1
"1146","1","PUSHRODS, CYLINDER HOUSINGS",1981,"456",6
"1147","1","LIGHT PRISMS & HOLDER, RED/YELLOW LIGHT COVERS",1981,"456",7
"1148","1","DIFFERENTIAL",1981,"453",5
"1149","1","AIR POLICE",2002,"100",24
"1149","2","BULLDOZER CHAINLINKS",1982,"453",52
"1150","1","REPLACEMENT MOTOR 12V",1977,"443",1
"115","1","BUILDING SET",1973,"469",190
"1151","1","TRAIN POWER PICK-UP BLOCKS",1977,"456",2
"115","2","STARTER TRAIN SET WITH MOTOR",1966,"235",132
"1152","1","ELECTRIC WIRE",1977,"456",2
"1154","1","BATTERY CONTROL UNIT",1986,"453",1
"1160","1","TECHNIC PNEUMATIC TUBING, 40CM +100CM",1985,"453",2
"116","1","STARTER TRAIN SET WITH MOTOR",1967,"235",364
"1161","1","TECHNIC PNEUMATIC PUMP CYLINDER 48MM",1985,"453",1
"116","2","DELUXE MOTORIZED TRAIN SET",1968,"235",361
"1162","1","TECHNIC PNEUMATIC PISTON CYLINDER 48MM",1985,"453",1
"1163","1","TECHNIC PNEUMATIC PISTON CYLINDER 60MM",1985,"453",1
"1164","1","TECHNIC PNEUMATIC 2 WAY VALVE AND NONRETURN VALVE",1985,"453",2
"1168","1","BATTERY BOX",1986,"1",1
"1169","1","BOGIE PLATES",1986,"456",2
"1170","1","REPLACEMENT TRAIN BATTERY TENDER",1986,"456",2
"117","1","LOCOMOTIVE WITHOUT MOTOR",1967,"235",99
"1171","1","LIGHTING BRICK WITH RED AND BLUE GLOBES",1986,"443",5
"1172","1","COLORED GLOBES",1986,"443",5
"1174","1","MOTORHOME FOR BASIC MOTOR 4.5V/TRAIN MOTOR 12V",1986,"443",2
"1175","1","4.5V TECHNIC MOTOR",1982,"453",1
"1176","1","GEAR RACKS AND TURNTABLES",1978,"453",6
"1177","1","SANTA IN TRUCK WITH POLAR BEAR",2000,"227",26
"1178","1","SIREN, BLACK",1986,"443",1
"1179","1","REPLACEMENT SPACE SIREN",1986,"443",1
"1180","1","SPACE PORT MOON BUGGY",1999,"93",25
"118","1","ELECTRONIC TRAIN",1968,"235",103
"1181","1","SPACE PORT SPACECRAFT",1999,"93",23
"118","2","SMALL TRAIN SET",1968,"235",117
"1182","1","ADVENTURERS RAFT",1999,"297",18
"118","3","MOTORIZED FREIGHT OR PASSENGER TRAIN (SEARS EXCLUSIVE)",1969,"235",419
"1183","1","MUMMY AND CART",1999,"297",17
"1184","1","CART",1999,"434",24
"1185","1","RAFT",1999,"434",25
"1186","1","CART",1999,"434",25
"1187","1","GLIDER",1999,"434",23
"1188","1","FIRE FORMULA",1999,"87",38
"1189","1","ROCKET BOAT",1999,"87",30
"1190","1","RETRO BUGGY",1999,"87",90
"11905","1","DK STAR WARS BRICKMASTER: BATTLE FOR THE STOLEN CRYSTALS",2013,"497",189
"11908","1","BUILD YOUR OWN ADVENTURE WITH LIZA MINI-DOLL AND TOURING CAR",2015,"494",77
"11909","1","LEGO NINJAGO: BUILD YOUR OWN ADVENTURE",2015,"435",74
"119","1","SUPER TRAIN SET",1968,"235",401
"11910","1","MICRO-SCALE SPACE CRUISER",2015,"126",102
"1191","1","TRY BIRD",1999,"87",34
"11912","1","LEGO STAR WARS: BUILD YOUR OWN ADVENTURE",2016,"158",73
"1194","1","CLASSIC BUILDING TABLE",1999,"470",408
"1195","1","ALIEN ENCOUNTER",2001,"135",42
"1196","1","BIKER WITH BICYCLE",2000,"458",7
"1197","1","TELEKOM RACE CYCLIST AND TELEVISION MOTORBIKE",2000,"458",30
"1197","2","CROWN GEARS",1981,"453",2
"1198","1","SERVICE TEAM - 2 BIKERS WITH SERVICE TOOLS",2000,"458",76
"1199","1","WINNING TEAM",2000,"458",110
"11995","1","HERO RECON TEAM",2011,"400",0
"1200","1","LEGO TOWN PLAN BOARD, LARGE PLASTIC",1955,"372",1
"1200","2","LEGO TOWN PLAN BOARD, SMALL PLASTIC",1956,"372",1
"1200M","1","LEGO TOWN PLAN WOODEN BOARD",1957,"372",1
"120","1","COMPLETE FREIGHT TRAIN SET WITH TIPPER TRUCKS",1969,"235",163
"1202","1","RACER POLYBAG",2001,"125",1
"1203","1","TURNTABLES (4 X 4), TURNTABLES (2 X 2)",1985,"443",8
"1204","1","FENCES, RED AND BLACK",1984,"443",10
"120438","1","BASIC BUILDING SET",1985,"469",176
"1205","1","KEYS FOR WIND-UP MOTOR",1982,"443",2
"1206","1","ROUND BRICKS (2 X 2), WHITE",1982,"443",10
"1207","1","TURNTABLES (4 X 4), RED",1982,"443",2
"1208","1","INVERTED SLOPE BRICKS, ASSORTED, RED",1982,"443",16
"1209","1","FENCES AND GATES",1982,"443",10
"12","1","BLUE SPACE ELEMENTS",1981,"452",8
"1210","1","WINCH BLOCK AND HOOK ASSEMBLY",1982,"443",3
"1210","2","SMALL STORE SET",1955,"372",30
"121","1","ROADSTER",1979,"390",23
"1211","1","SPACE STANDS AND BRACKETS",1982,"443",8
"1211","2","SMALL HOUSE SET",1955,"372",19
"1212","1","ROCKET TOPS, BLACK",1982,"443",6
"1212","2","SMALL HOUSE - LEFT SET",1955,"372",21
"1213","1","SPACE RADAR DISKS",1982,"452",5
"1213","2","SMALL HOUSE - RIGHT SET",1955,"372",23
"1214","1","UPPER PART OF MOTORHOME FOR 4.5V/12V TRAINMOTOR",1984,"456",1
"1214","2","WINDOWS AND DOORS",1955,"371",24
"1215","1","TRAIN MOTOR 4.5V TYPE II LOWER HOUSING",1981,"456",1
"1215","2","2 X 8 & 2 X 10 BRICKS",1955,"371",20
"1216","1","SEMAPHORES WITH FEET",1982,"456",8
"1216","2","4 X 4 CORNER BRICKS",1955,"371",20
"1217","1","YELLOW GIRDER BEAMS & PLATES",1982,"453",20
"1217","2","2 X 4 BRICKS",1955,"371",52
"1218","1","BLUE GIRDER BEAMS & PLATES",1982,"453",20
"1218","2","2 X 3 BRICKS",1955,"371",60
"1219","1","TECHNIC BEAMS & PLATES [RED]",1982,"453",20
"1219","2","2 X 2 BRICKS",1955,"371",80
"1220","1","BLACK GIRDER BEAMS & PLATES",1982,"453",20
"1220","2","1 X 2 BRICKS",1955,"371",104
"122","1","LOCO AND TENDER",1969,"235",96
"1221","1","TECHNIC BEAMS - YELLOW",1982,"453",8
"1221","2","1 X 1 BRICKS",1955,"371",160
"1222","1","TECHNIC BEAMS - BLUE",1982,"453",8
"1222","2","1 X 1 ROUND BRICKS",1955,"371",200
"1223","1","TECHNIC BEAMS - BLACK",1982,"453",8
"1223","2","2 X 2 & 2 X 4 CURVED BRICKS",1955,"371",14
"1223","3","2 X 2 CURVED BRICKS",1957,"371",100
"1224","1","TECHNIC BEAMS [RED]",1982,"453",8
"1224.1","1","8 DANISH NAMED BEAMS",1955,"371",8
"1224","2","8 NAMED BEAMS",1955,"371",8
"1224A","1","1 X 6 AND 1 X 8 BRICKS",1955,"371",36
"1225","1","ASSORTMENT OF AXLES",1982,"453",32
"1225","2","MIXED PLATES PARTS PACK",1955,"371",12
"1226","1","TRACTOR TIRES & HUBS",1982,"453",12
"1226","2","6 X 8 & 2 X 8 PLATES",1956,"371",4
"1227","1","GEAR WHEEL ASSORTMENT",1982,"453",15
"1227","2","4 X 8 & 2 X 8 PLATES",1956,"371",5
"1228","1","DIFFERENTIAL GEAR HOUSING",1982,"453",28
"1228","2","4 X 8 CURVED & 2 X 8 PLATES",1956,"371",5
"1229","1","TECHNIC CHAINLINKS",1982,"453",70
"12","3","WHEEL BEARINGS FOR LOCOMOTIVES",1977,"456",2
"1230","1","TECHNIC BULLDOZER CHAINLINKS",1982,"453",54
"1230","2","WINDOWS AND DOOR WITHOUT GLASS",1955,"371",7
"123","1","PASSENGER COACH",1969,"235",98
"1231","1","X-LARGE TIRES & HUBS",1982,"453",4
"1231","2","WINDOWS AND DOOR WITH GLASS, RED",1956,"371",10
"1231","3","WINDOWS AND DOOR WITH GLASS, WHITE",1956,"371",10
"1232","1","TOGGLE JOINTS & CONNECTORS",1982,"453",46
"1233","1","AXLE ASSORTMENT",1984,"453",34
"1233","2","LIGHT MASTS",1958,"371",4
"1234","1","GEAR WHEEL ASSORTMENT",1984,"453",21
"1234","3","REPLACEMENT GEARBOX FOR ELECTRIC, MOTOR 4.5V/12V TYPE II 12 X 4 X 3 1/3",1983,"443",1
"1235","1","DIFFERENTIAL GEAR HOUSING",1984,"453",19
"1235","2","GARAGE PLATE AND DOOR",1955,"371",3
"1236","1","TECHNIC WHEELS WITH HUBS",1984,"453",4
"1236","2","GARAGE",1955,"372",59
"1236","3","12V TECHNIC MOTOR",1979,"453",1
"1237","1","HONDA PROMOTIONAL SET",2001,"14",55
"1239","1","SUBZERO",2001,"125",4
"1239","2","REMOTE CONTROL FOR ELECTRIC POINTS",1985,"456",8
"1240","1","HINGES AND TILTED BEARINGS, LIGHT GRAY",1986,"443",16
"1240","2","8 ROAD SIGNS",1955,"371",8
"124","1","GOODS WAGON",1969,"235",56
"1241","1","DIGGER BUCKET ASSEMBLY",1985,"443",4
"1241","2","8 ROAD SIGNS",1955,"371",8
"1242","1","CRANE GRAB AND WINCH",1986,"443",4
"1242","2","INTERNATIONAL FLAGS",1957,"371",5
"1242D","1","5 DANISH FLAGS",1957,"371",5
"1243","1","HINGES AND COUPLINGS",1986,"443",9
"1244","1","RUNWAY PLATES",1986,"443",2
"1245","1","T- AND INTERSECTION PLATES",1986,"443",2
"1245","2","LIGHTING DEVICE PACK",1957,"371",3
"1246","1","HELICOPTER",1999,"50",26
"1247","1","PATROL CAR",1999,"50",32
"1247","2","ESSO PUMPS/SIGN",1955,"371",2
"1248","1","FIRE BOAT",1999,"50",24
"1248","2","PAINTED TREES AND BUSHES",1955,"371",6
"1249","1","TRI-MOTORBIKE",1999,"60",17
"1250","1","DRAGSTER",1999,"91",24
"125","1","TIPPING WAGON",1969,"235",20
"1251","1","GO-CART",1999,"91",25
"125","2","BUILDING SET",1974,"469",234
"1252","1","SHELL TANKER",1999,"99",106
"1253","1","SHELL CAR TRANSPORTER",1999,"99",101
"1254","1","SHELL SELECT SHOP",1999,"99",164
"1255","1","SHELL CAR WASH",1999,"99",136
"1256","1","SHELL PETROL PUMP",1999,"99",156
"1257","1","TRIKE BUGGY",1999,"13",30
"1258","1","PROPELLOR BUGGY",1999,"11",29
"1259","1","MOTORBIKE",1999,"13",28
"1260","1","CAR",1999,"12",26
"1260","2","1:87 TWENTY FOUR MODELS",1957,"368",24
"126","1","STEAM LOCOMOTIVE (PUSH)",1970,"235",60
"1263","1","EASTER BUNNY",2000,"229",29
"1264","1","EASTER CHICKS",2000,"229",29
"1265","1","MOON BUGGY",1999,"93",25
"1266","1","SPACE PROBE",1999,"93",23
"1267","1","SHOCK ABSORBERS",1985,"453",4
"1268","1","BIKE BLASTER",1999,"13",28
"1269","1","WHITE NINJA",1999,"434",23
"1270","2","TRIAL SIZE BAG - CHROMIKA",2005,"37",16
"127","1","TRAIN SET",1969,"235",365
"1271","1","JUNGLE SURPRISE",1999,"299",33
"1271","2","TRAFFIC POLICE SET",1956,"372",6
"1272","1","BLUE RACER",2000,"91",23
"1273","1","RED FOUR WHEEL DRIVER",2000,"91",20
"1274","1","LIGHT HOVER",2000,"442",25
"1275","1","{ROCK SAW VEHICLE}",2000,"442",22
"1276","1","HELICOPTER TRANSPORT",2000,"442",22
"1277","1","DRILL CRAFT",2000,"442",27
"1278","1","JOHNNY THUNDER & BABY T",2000,"298",23
"1279","1","AEROPLANE",2000,"298",21
"1280","1","MICROCOPTER",2000,"298",28
"128","1","TAXI STATION",1979,"390",33
"1281","1","AEROPLANE",2000,"298",25
"128","2","MOBILE CRANE (TRAIN BASE)",1972,"235",23
"1282","1","BLUE RACER",2000,"91",23
"128","3","MOBILE CRANE (PLATE BASE)",1971,"235",38
"1283","1","RED FOUR WHEEL DRIVER",2000,"91",20
"1284","1","GREEN BUGGY",2000,"91",23
"1285","1","YELLOW TIGER",2001,"91",23
"1286","1","KING LEO'S CART",2000,"197",22
"1287","1","CROSSBOWS",2000,"197",16
"1288","1","FIRE CART",2000,"197",24
"1289","1","CATAPULT",2000,"197",23
"1290","1","KABAYA PROMOTIONAL SET: RED (VOLCANO CLIMBER) ROBORIDER",2000,"16",35
"1291","1","POWER BIKE",2000,"16",32
"1292","1","KABAYA PROMOTIONAL SET: WHITE (ICE EXPLORER) ROBORIDER",2000,"16",33
"1293","1","KABAYA PROMOTIONAL SET: YELLOW/GREEN (SWAMP CRAFT) ROBORIDER",2000,"16",25
"1294","1","FIRE HELICOPTER",2000,"50",31
"1295","1","WATER RIDER",2000,"87",30
"1296","1","LAND SCOOPER",2000,"50",30
"1297","1","SPEED PATROLLER",2000,"50",34
"1298","1","ADVENT CALENDAR 1998 CLASSIC BASIC",1998,"212",24
"1298","10","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  9) WHALE",1998,"221",9
"1298","11","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 10)  STEAMBOAT",1998,"221",12
"1298","12","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 11) BOAT",1998,"221",8
"1298","13","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 12) AIRPLANE",1998,"221",12
"1298","14","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 13) SANTA",1998,"221",5
"1298","15","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 14) AIRPLANE",1998,"221",9
"1298","16","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 15) GREEN ELF",1998,"221",9
"1298","17","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 16) BOAT",1998,"221",8
"1298","18","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 17) MOUSE",1998,"221",9
"1298","19","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 18) BLUE ELF",1998,"221",10
"1298","2","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  1)  AIRPLANE",1998,"221",10
"1298","20","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 19) BOAT",1998,"221",9
"1298","21","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 20) HELICOPTER",1998,"221",11
"1298","22","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 21) RED ELF",1998,"221",9
"1298","23","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 22) POLICE BOAT",1998,"221",9
"1298","24","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 23) TRUCK",1998,"221",10
"1298","25","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY 24) AIRPLANE",1998,"221",10
"1298","3","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  2) SANTA",1998,"221",5
"1298","4","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  3) BOAT",1998,"221",9
"1298","5","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  4) BOAT",1998,"221",10
"1298","6","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  5) SAILBOAT",1998,"221",10
"1298","7","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  6) AIRPLANE",1998,"221",10
"1298","8","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  7) HELICOPTER",1998,"221",8
"1298","9","ADVENT CALENDAR 1998 CLASSIC BASIC (DAY  8) AIRPLANE",1998,"221",9
"1300","1","LEGO MOSAIK SET (SMALL)",1955,"370",47
"130","1","WAGON WITH DOUBLE TIPPERS",1972,"235",20
"1306","1","VW GARAGE",1957,"372",45
"1307","1","VW AUTO SHOWROOM",1957,"372",51
"1308","1","FIRE STATION",1957,"372",109
"1309","1","CHURCH",1957,"372",150
"13","1","GRAY SPACE ELEMENTS",1981,"452",10
"1310","1","ESSO FILLING STATION",1956,"372",96
"131","1","PASSENGER COACH",1972,"235",66
"1314","1","STOP BUSH / SMALL PULLEY",1987,"1",210
"1315","1","PISTON ROD",1987,"1",50
"1316","1","CONNECTOR PEG",1987,"1",150
"1317","1","TECHNIC CHAINLINKS",1987,"1",350
"1318","1","GEARS SMALL",1987,"1",68
"1319","1","GEARS LARGE",1987,"1",22
"13","2","LARGE PRE-SCHOOL BASIC SET",1973,"433",92
"1320","1","DIFFERENTIAL AND BEVEL GEARS",1987,"1",32
"132","1","COTTAGE",1979,"390",115
"1321","1","WORM GEAR AND RACKS",1987,"1",22
"132","2","PORT CRANE AND FLAT WAGGON",1972,"235",58
"1322","1","PULLEYS, TIRES, AND STEERING WHEELS",1987,"1",32
"1323","1","HUBS AND TYRES",1985,"524",24
"1324","1","RUBBER BANDS AND STRING",1985,"1",101
"1325","1","ASSORTED SPARE AXLES",1987,"1",68
"1326","1","SPARE AXLES, 12L",1987,"1",28
"1327","1","RED/BLACK PLATES",1985,"524",48
"1328","1","RED/BLACK PLATES",1985,"524",32
"1329","1","RED/BLACK PLATES",1985,"525",28
"13","3","TRAIN MOTOR PLATE WITH BUFFERS",1977,"456",5
"1330","1","RED/BLACK PLATES",1985,"525",20
"133","1","LOCOMOTIVE (PUSH)",1975,"235",81
"1331","1","RED/BLUE BRICKS",1985,"525",88
"1332","1","RED/BLUE BEAMS",1985,"525",18
"1333","1","RED/BLUE BEAMS",1985,"525",20
"1334","1","MOTORS (4.5V)",1985,"525",2
"1335","1","BATTERY BOXES (4.5V)",1985,"525",2
"1336","1","POLE REVERSER SWITCHES FOR BATTERY BOX",1985,"1",2
"1337","1","CONNECTING LEADS",1985,"1",18
"1338","1","ANGLES SWIVELS TURNTABLES",1985,"524",72
"1339","1","TECHNIC PARTS",1987,"1",20
"1340","1","WEIGHT BRICKS",1987,"1",18
"134","1","MOBILE CRANE AND WAGGON",1975,"235",55
"1341","1","BUILDING PLATES GREEN",1985,"524",3
"134","2","SERVICE STATION",1979,"390",84
"1342","1","ELECTRIC SWITCHES AND TILES",1986,"525",7
"1343","1","OPTOSENSORS (4.5V) AND DISCS",1986,"525",4
"1344","1","LIGHT BRICKS (4.5V)",1986,"524",12
"1345","1","PINIONS, CONNECTORS, AND AXLES",1986,"1",52
"1346","1","TOUCH SENSORS",1987,"1",2
"1347","1","LEADS (4.5V) SPIRALS",1987,"524",42
"1348","1","BASE PLATES GREY",1987,"524",3
"1349","1","STEVEN SPIELBERG MOVIEMAKER SET",2000,"273",447
"135","1","BUILDING SET",1973,"469",338
"1351","1","MOVIE BACKDROP STUDIO",2001,"273",211
"1352","1","EXPLOSION STUDIO",2000,"273",237
"1353","1","CAR STUNT STUDIO",2001,"273",168
"1354","1","DINO HEAD ATTACK",2000,"273",95
"1355","1","TEMPLE OF GLOOM",2000,"273",58
"1356","1","STUNTMAN CATAPULT",2001,"273",29
"1357","1","CAMERAMAN",2001,"273",21
"1360","1","DIRECTOR'S COPTER",2001,"273",22
"136","1","TANKER WAGGON (SHELL)",1975,"235",81
"1361","1","CAMERA CAR",2001,"273",20
"1362","1","AIR BOAT",2001,"273",24
"1363","1","STUNT GO-CART",2001,"273",25
"1370","1","RAPTOR ATTACK STUDIO",2001,"274",157
"137","1","HOSPITAL",1979,"391",104
"1371","1","SPINOSAURUS ATTACK STUDIO",2001,"274",186
"137","2","PASSENGER SLEEPING CAR",1975,"235",81
"1374","1","GREEN GOBLIN",2002,"488",59
"1376","1","SPIDER-MAN ACTION STUDIO",2002,"488",249
"1380","1","WEREWOLF AMBUSH",2002,"273",114
"138","1","ELECTRONIC TRAIN",1969,"235",107
"1381","1","VAMPIRE'S CRYPT",2002,"273",171
"1382","1","SCARY LABORATORY",2002,"273",500
"1383","1","CURSE OF THE PHARAOH",2002,"273",52
"1385","1","CLIKITS BRACELET SAMPLE SET",2003,"500",13
"1386","1","CLIKITS BRACELET SAMPLE SET",2004,"500",13
"1388","1","HUKI [MCDONALD'S PROMO SET #1]",2001,"355",8
"1389","1","ONEPU [MCDONALD'S PROMO SET #2]",2001,"355",8
"1390","1","MAKU [MCDONALD'S PROMO SET #3]",2001,"355",8
"139","1","ELECTRONIC CONTROL UNIT (FORWARD/BACKWARD - STOP)",1969,"243",13
"1391","1","JALA [MCDONALD'S PROMO SET #4]",2001,"355",8
"1392","1","KONGU [MCDONALD'S PROMO SET #5]",2001,"355",8
"1393","1","MATORO [MCDONALD'S PROMO SET #6]",2001,"355",8
"139A","1","ELECTRONIC CONTROL UNIT (FORWARD - STOP)",1969,"243",13
"140","1","TOWN HALL",1979,"390",135
"140","2","BRICKS'N MOTOR SET",1969,"469",96
"14","1","SPACE MINI FIGURES",1982,"452",24
"1411","1","PIRATE'S TREASURE HUNT (QUAKER OATS PROMO)",2001,"273",35
"1413","1","ROVER",2001,"135",29
"1414","1","DOUBLE HOVER (KABAYA PROMOTIONAL)",2001,"135",21
"1415","1","JET SCOOTER",2001,"135",24
"1416","1","WORKER ROBOT",2001,"135",30
"1417","1","VAKAMA",2001,"356",28
"1417","2","VAKAMA (BAGGED)",2003,"356",28
"1418","1","MATAU",2001,"356",25
"1419","1","NOKAMA (KABAYA PROMOTIONAL)",2001,"356",27
"1420","1","NUJU",2001,"356",29
"1421","1","DIRECTOR'S COPTER (KABAYA PROMOTIONAL)",2001,"273",22
"1422","1","CAMERA CART (KABAYA PROMOTIONAL)",2001,"273",20
"1423","1","AIR BOAT (KABAYA PROMOTIONAL)",2001,"273",24
"1424","1","STUNT GO-KART (KABAYA PROMOTIONAL)",2001,"273",25
"1425","1","DASH JET SUB",2002,"305",23
"1426","1","CAM WING DIVER",2002,"305",21
"1427","1","OGEL MARINE SLIZER",2002,"305",21
"1428","1","SMALL SOCCER SET 1 (KABAYA BOX)",2002,"462",24
"1428","2","SMALL SOCCER SET 1 (POLYBAG)",2002,"462",20
"1429","1","SMALL SOCCER SET 2 (KABAYA BOX)",2002,"462",19
"1429","2","SMALL SOCCER SET 2 (POLYBAG)",2002,"462",19
"14","3","SMALL HOUSE SET",1973,"433",0
"1430","1","SMALL SOCCER SET 3 (KABAYA BOX)",2002,"462",12
"1430","2","SMALL SOCCER SET 3 (POLYBAG)",2002,"462",13
"1431","1","TAHNOK VA (KABAYA PROMOTIONAL)",2002,"329",27
"1432","1","NUHVOK VA (KABAYA PROMOTIONAL)",2002,"329",26
